職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),駅から徒歩5分以内,学校・公的機関（官公庁）,土日祝のみ勤務,掲載期間　開始日,Wordのスキルを活かす,勤務地　最寄駅1（分）,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,休日休暇　備考,フラグオプション選択,期間・時間　勤務時間,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,勤務地　備考,英語力不要,拠点番号,休日休暇(日曜日),社員食堂あり,お仕事名,10時以降出社OK,期間・時間　勤務開始日,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,（派遣先）配属先部署,（派遣先）配属先部署　男女比　女,仕事内容,休日休暇(土曜日),休日休暇(木曜日),勤務地　最寄駅1（沿線名）,（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,車通勤OK,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,応募資格,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,派遣会社のうれしい特典,土日祝休み,給与/交通費　交通費,掲載期間　終了日,休日休暇(金曜日),お仕事のポイント（仕事PR）,扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,（派遣先）職場の雰囲気,勤務地　最寄駅1（駅名）,給与/交通費　備考,残業なし
3,1,3.0,0,1,7.0,0,20020,0,0,1,1,0,0,1,3.0,1,0,0,0,1,6,3,29,5,0,0,0,1,0,0,0,16,1,0,0,0,45,0,1,0,0,0,1,0,36,7.0,45,0,0,15,40.0,0,30000,13,0,0,0,0,5,1.0,40,0,1,1,0,1,0,0,2,0,0,44,0,1470,1,208,32,32,235200.0,1
3,0,1.0,0,1,15.0,0,20020,1,0,0,0,0,0,1,7.0,0,0,0,1,0,7,1,30,5,0,1,1,1,1,0,0,10,0,0,1,0,46,1,1,0,1,0,1,0,31,9.0,46,1,1,2,40.0,1,27000,13,0,0,0,0,5,1.0,41,0,0,1,0,0,0,1,2,0,0,45,0,1900,1,104,12,14,235200.0,1
3,0,1.0,0,1,15.0,0,20020,1,0,0,0,0,0,1,7.0,0,0,0,1,0,7,1,30,5,0,1,1,1,1,0,0,10,0,0,1,0,46,1,1,0,1,0,1,0,31,9.0,46,1,1,2,40.0,1,27000,13,0,0,0,0,5,1.0,41,0,0,1,0,0,0,1,2,0,0,45,0,1900,1,104,12,14,235200.0,1
3,0,1.0,0,0,60.0,1,20020,0,0,1,0,0,0,0,5.0,0,0,0,0,0,1,3,2,5,0,0,0,1,0,0,0,17,1,0,1,0,47,0,1,0,1,0,1,0,37,9.0,47,1,0,17,40.0,0,27000,13,0,0,0,0,5,1.0,42,0,0,1,0,1,0,1,3,0,0,46,0,1500,1,201,33,33,236250.0,0
3,0,1.0,0,0,60.0,1,20020,0,0,1,0,0,0,0,5.0,0,0,0,0,0,1,3,2,5,0,0,0,1,0,0,0,17,1,0,1,0,47,0,1,0,1,0,1,0,37,9.0,47,1,0,17,40.0,0,27000,13,0,0,0,0,5,1.0,42,0,0,1,0,1,0,1,3,0,0,46,0,1500,1,201,33,33,236250.0,0
3,0,6.0,0,0,7.0,0,20040,0,0,0,0,0,0,0,8.0,1,0,0,0,0,1,1,31,5,0,0,0,1,0,0,0,9,1,0,1,1,48,0,1,0,1,0,1,0,38,4.0,48,1,0,2,35.0,0,28000,13,0,0,0,0,5,1.0,43,0,0,1,0,0,0,1,3,0,0,47,0,1800,1,113,4,34,280350.0,1
3,0,6.0,0,0,7.0,0,20040,0,0,0,0,0,0,0,8.0,1,0,0,0,0,1,1,31,5,0,0,0,1,0,0,0,9,1,0,1,1,48,0,1,0,1,0,1,0,38,4.0,48,1,0,2,35.0,0,28000,13,0,0,0,0,5,1.0,43,0,0,1,0,0,0,1,3,0,0,47,0,1800,1,113,4,34,280350.0,1
2,0,6.0,0,1,5.0,0,20320,1,0,0,0,0,0,1,6.0,0,0,0,0,0,0,1,16,5,1,0,0,1,0,1,0,1,0,0,1,0,49,0,0,0,1,0,1,1,39,4.0,49,1,0,12,45.0,1,22000,13,0,0,0,0,1,1.0,44,1,0,1,0,0,0,1,2,0,0,48,0,1800,1,101,23,35,264600.0,1
2,0,7.0,0,0,10.0,0,20020,0,0,0,0,0,0,1,8.0,1,0,0,0,0,8,3,32,5,1,0,0,1,0,1,1,18,1,0,1,0,50,0,1,0,1,0,1,0,40,3.0,50,1,0,12,40.0,0,26000,13,0,0,0,0,1,1.0,45,1,1,1,0,1,0,1,3,0,0,49,0,1550,1,108,11,36,260400.0,0
2,0,7.0,0,0,10.0,0,20020,0,0,0,0,0,0,1,8.0,1,0,0,0,0,8,3,32,5,1,0,0,1,0,1,1,18,1,0,1,0,50,0,1,0,1,0,1,0,40,3.0,50,1,0,12,40.0,0,26000,13,0,0,0,0,1,1.0,45,1,1,1,0,1,0,1,3,0,0,49,0,1550,1,108,11,36,260400.0,0
2,0,2.0,0,0,12.0,0,20020,1,0,1,1,0,0,1,4.0,1,0,0,0,0,9,3,33,5,0,0,0,1,0,0,1,6,1,0,1,0,51,0,1,0,0,0,1,0,41,8.0,51,1,0,14,36.0,0,30000,13,0,0,0,0,5,1.0,46,0,0,1,0,1,0,1,3,0,0,50,0,1500,1,115,23,37,220500.0,0
2,0,2.0,0,0,12.0,0,20020,1,0,1,1,0,0,1,4.0,1,0,0,0,0,9,3,33,5,0,0,0,1,0,0,1,6,1,0,1,0,51,0,1,0,0,0,1,0,41,8.0,51,1,0,14,36.0,0,30000,13,0,0,0,0,5,1.0,46,0,0,1,0,1,0,1,3,0,0,50,0,1500,1,115,23,37,220500.0,0
3,0,8.0,0,0,20.0,0,20020,1,0,0,0,0,0,1,5.0,1,0,0,0,0,1,1,34,5,0,0,0,1,0,0,0,19,1,0,1,0,52,0,1,0,1,0,1,0,31,2.0,52,1,0,19,45.0,0,22000,13,0,0,0,0,2,0.0,47,0,0,1,0,1,0,1,3,0,0,51,0,1550,1,122,34,38,211575.0,1
3,0,8.0,0,0,20.0,0,20020,1,0,0,0,0,0,1,5.0,1,0,0,0,0,1,1,34,5,0,0,0,1,0,0,0,19,1,0,1,0,52,0,1,0,1,0,1,0,31,2.0,52,1,0,19,45.0,0,22000,13,0,0,0,0,2,0.0,47,0,0,1,0,1,0,1,3,0,0,51,0,1550,1,122,34,38,211575.0,1
3,0,5.0,0,0,8.0,1,22020,0,0,1,0,0,0,1,10.0,1,0,0,0,0,1,3,35,5,1,0,0,1,0,1,0,1,1,0,1,0,53,0,1,0,1,0,1,0,42,5.0,53,1,0,2,40.0,0,23000,13,0,0,0,0,1,1.0,48,1,0,1,0,1,0,1,3,0,0,52,0,1700,1,101,28,3,258825.0,0
3,0,5.0,0,0,8.0,1,22020,0,0,1,0,0,0,1,10.0,1,0,0,0,0,1,3,35,5,1,0,0,1,0,1,0,1,1,0,1,0,53,0,1,0,1,0,1,0,42,5.0,53,1,0,2,40.0,0,23000,13,0,0,0,0,1,1.0,48,1,0,1,0,1,0,1,3,0,0,52,0,1700,1,101,28,3,258825.0,0
3,0,3.0,1,0,4.0,0,20610,0,0,1,0,0,0,1,10.0,0,0,0,0,0,1,1,36,5,0,0,0,1,0,0,0,1,1,0,1,0,54,0,1,0,1,0,0,0,43,7.0,54,1,0,7,45.0,0,29000,13,0,0,1,0,3,1.0,49,0,0,1,0,0,0,1,3,0,0,53,0,1900,1,101,28,39,309225.0,1
3,0,3.0,1,0,4.0,0,20610,0,0,1,0,0,0,1,10.0,0,0,0,0,0,1,1,36,5,0,0,0,1,0,0,0,1,1,0,1,0,54,0,1,0,1,0,0,0,43,7.0,54,1,0,7,45.0,0,29000,13,0,0,1,0,3,1.0,49,0,0,1,0,0,0,1,3,0,0,53,0,1900,1,101,28,39,309225.0,1
3,1,3.0,0,0,8.0,0,20810,1,0,1,0,0,0,0,4.0,1,0,0,0,0,10,1,26,5,0,1,0,1,1,0,0,1,1,0,1,0,55,1,2,0,1,0,1,0,44,7.0,55,1,0,20,40.0,0,27002,13,0,0,0,1,2,1.0,20,0,0,1,0,1,0,1,3,0,0,54,0,1320,1,101,4,40,235200.0,1
3,0,10.0,0,0,1.0,0,20030,0,0,0,0,0,0,1,8.0,0,0,1,0,0,1,3,37,5,1,0,0,1,0,1,1,1,1,0,1,0,56,0,1,0,1,1,1,1,45,0.0,56,1,0,6,50.0,0,23000,13,0,0,0,0,3,1.0,50,1,0,1,0,1,0,1,3,0,0,55,0,1700,1,101,32,41,285600.0,0
3,0,10.0,0,0,1.0,0,20030,0,0,0,0,0,0,1,8.0,0,0,1,0,0,1,3,37,5,1,0,0,1,0,1,1,1,1,0,1,0,56,0,1,0,1,1,1,1,45,0.0,56,1,0,6,50.0,0,23000,13,0,0,0,0,3,1.0,50,1,0,1,0,1,0,1,3,0,0,55,0,1700,1,101,32,41,285600.0,0
3,0,0.0,0,0,21.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,1,0,0,11,1,38,5,0,0,0,1,0,0,0,12,1,0,1,0,57,0,1,0,1,0,1,0,46,10.0,57,1,0,2,35.0,0,27000,13,0,0,0,0,1,1.0,51,0,0,1,0,0,0,1,3,0,0,56,0,2000,1,116,35,27,294000.0,1
3,0,0.0,0,0,21.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,1,0,0,11,1,38,5,0,0,0,1,0,0,0,12,1,0,1,0,57,0,1,0,1,0,1,0,46,10.0,57,1,0,2,35.0,0,27000,13,0,0,0,0,1,1.0,51,0,0,1,0,0,0,1,3,0,0,56,0,2000,1,116,35,27,294000.0,1
2,0,5.0,0,0,11.0,0,20020,1,0,1,0,0,0,1,2.0,1,0,1,0,0,1,1,39,3,0,0,0,1,0,0,0,18,1,0,1,0,58,1,1,0,1,0,1,1,0,5.0,58,1,0,12,43.0,0,21000,13,0,0,0,0,2,1.0,52,0,0,1,0,0,0,1,3,0,0,57,0,2000,1,108,11,42,294000.0,1
2,0,5.0,0,0,11.0,0,20020,1,0,1,0,0,0,1,2.0,1,0,1,0,0,1,1,39,3,0,0,0,1,0,0,0,18,1,0,1,0,58,1,1,0,1,0,1,1,0,5.0,58,1,0,12,43.0,0,21000,13,0,0,0,0,2,1.0,52,0,0,1,0,0,0,1,3,0,0,57,0,2000,1,108,11,42,294000.0,1
3,0,7.0,1,0,3.0,0,20020,1,0,1,0,0,0,1,5.0,0,0,0,0,0,1,1,40,5,0,0,0,1,1,0,0,18,0,0,1,1,59,1,1,0,1,0,1,1,47,3.0,59,1,0,12,43.0,1,22000,13,0,0,0,0,1,1.0,53,0,0,1,0,1,0,1,3,0,0,58,0,1530,1,108,36,42,235200.0,1
3,0,7.0,1,0,3.0,0,20020,1,0,1,0,0,0,1,5.0,0,0,0,0,0,1,1,40,5,0,0,0,1,1,0,0,18,0,0,1,1,59,1,1,0,1,0,1,1,47,3.0,59,1,0,12,43.0,1,22000,13,0,0,0,0,1,1.0,53,0,0,1,0,1,0,1,3,0,0,58,0,1530,1,108,36,42,235200.0,1
3,0,3.0,1,0,16.0,0,20020,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,41,5,1,0,0,1,0,1,1,1,1,0,1,1,60,0,1,0,1,0,1,0,48,7.0,60,1,0,14,38.0,0,28000,13,0,0,0,0,1,1.0,54,1,0,1,0,0,0,1,3,0,0,59,0,1800,1,101,37,43,264600.0,0
3,0,3.0,1,0,16.0,0,20020,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,41,5,1,0,0,1,0,1,1,1,1,0,1,1,60,0,1,0,1,0,1,0,48,7.0,60,1,0,14,38.0,0,28000,13,0,0,0,0,1,1.0,54,1,0,1,0,0,0,1,3,0,0,59,0,1800,1,101,37,43,264600.0,0
3,0,2.0,0,0,5.0,0,20040,1,0,1,0,0,0,1,1.0,1,0,0,0,0,1,1,16,5,0,0,0,1,0,0,0,2,1,0,1,0,61,0,2,0,1,0,1,0,49,8.0,61,1,0,12,42.0,0,26000,13,0,0,0,0,4,1.0,55,0,0,1,0,1,0,1,3,0,0,60,0,1750,1,102,32,9,257250.0,1
3,0,1.0,1,0,60.0,0,20510,1,0,1,0,0,0,1,5.0,1,0,0,0,0,1,1,1,5,1,0,0,1,0,1,0,1,1,0,1,1,62,0,1,0,1,0,1,0,50,9.0,62,1,0,14,35.0,0,28000,13,0,0,0,0,1,1.0,56,1,0,1,0,0,0,1,3,0,0,61,0,1800,1,101,38,43,264600.0,1
3,0,1.0,1,0,60.0,0,20510,1,0,1,0,0,0,1,5.0,1,0,0,0,0,1,1,1,5,1,0,0,1,0,1,0,1,1,0,1,1,62,0,1,0,1,0,1,0,50,9.0,62,1,0,14,35.0,0,28000,13,0,0,0,0,1,1.0,56,1,0,1,0,0,0,1,3,0,0,61,0,1800,1,101,38,43,264600.0,1
3,0,6.0,0,0,13.0,0,20020,1,0,1,1,0,0,1,5.0,0,0,0,0,0,1,3,1,5,0,0,0,1,0,0,0,1,1,0,1,0,63,0,3,0,1,0,1,0,51,4.0,63,1,0,2,43.0,0,30000,13,0,0,0,0,4,1.0,57,0,0,1,0,1,0,1,3,0,0,62,0,1600,1,101,39,3,235200.0,1
3,0,10.0,0,0,2.0,0,20020,1,1,0,0,0,0,1,10.0,0,0,0,0,0,1,1,9,5,0,0,0,1,1,0,0,20,1,0,1,0,64,1,1,0,1,0,1,0,31,0.0,64,1,0,14,40.0,0,27000,13,0,0,0,0,1,2.0,20,0,0,1,0,1,0,1,3,0,0,63,0,1450,1,120,10,44,121800.0,1
2,0,3.0,0,0,6.0,0,20020,1,0,0,0,0,0,1,8.0,1,0,0,0,0,1,1,39,5,0,0,0,1,0,0,0,18,1,0,1,1,65,1,1,0,1,0,1,0,52,7.0,65,1,0,12,35.0,0,27000,13,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,0,0,64,0,1600,1,108,11,45,235200.0,1
3,0,5.0,0,0,8.0,0,20510,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,3,42,5,1,0,0,1,0,1,1,1,1,0,1,0,66,0,1,0,1,0,1,0,53,5.0,66,1,0,8,40.0,0,28000,13,0,0,0,0,1,1.0,58,1,0,1,0,1,0,1,3,0,0,65,0,1600,1,101,10,46,243600.0,0
3,0,5.0,0,0,8.0,0,20510,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,3,42,5,1,0,0,1,0,1,1,1,1,0,1,0,66,0,1,0,1,0,1,0,53,5.0,66,1,0,8,40.0,0,28000,13,0,0,0,0,1,1.0,58,1,0,1,0,1,0,1,3,0,0,65,0,1600,1,101,10,46,243600.0,0
3,0,5.0,0,0,2.0,0,20020,1,0,1,1,0,0,1,3.0,0,0,0,0,0,12,3,43,5,0,0,0,1,1,0,0,21,1,0,1,0,67,1,1,0,1,0,1,1,0,5.0,67,1,0,21,38.0,0,30000,13,0,0,0,1,1,1.0,59,0,0,1,1,0,0,1,3,0,0,66,0,1600,1,111,11,47,235200.0,1
3,0,5.0,0,0,2.0,0,20020,1,0,1,1,0,0,1,3.0,0,0,0,0,0,12,3,43,5,0,0,0,1,1,0,0,21,1,0,1,0,67,1,1,0,1,0,1,1,0,5.0,67,1,0,21,38.0,0,30000,13,0,0,0,1,1,1.0,59,0,0,1,1,0,0,1,3,0,0,66,0,1600,1,111,11,47,235200.0,1
3,0,0.0,0,0,5.0,0,22020,0,0,0,0,0,0,1,6.0,0,0,0,0,0,1,1,44,5,1,0,0,1,0,1,0,19,1,0,1,0,68,0,1,0,1,0,1,0,35,10.0,68,1,0,6,40.0,0,29000,13,0,0,0,0,4,1.0,37,1,0,1,0,1,0,1,3,0,0,67,0,1600,1,122,21,48,268800.0,1
3,0,4.0,0,0,8.0,0,20320,0,1,0,0,0,0,1,7.0,0,0,0,1,0,13,1,45,5,0,1,0,1,0,0,0,10,0,0,1,0,69,0,2,0,1,0,1,0,54,6.0,69,1,1,11,42.0,1,27000,13,0,0,0,0,2,1.0,60,0,0,1,0,0,0,1,3,0,0,68,0,1850,1,104,40,26,235200.0,1
3,0,3.0,1,0,24.0,0,20020,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,41,5,1,0,0,1,0,1,1,1,1,0,1,1,70,0,1,0,1,0,1,0,0,7.0,70,1,0,14,35.0,0,28000,13,0,0,0,0,1,1.0,61,1,0,1,0,0,0,1,3,0,0,69,0,1800,1,101,41,43,264600.0,0
3,0,3.0,1,0,24.0,0,20020,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,41,5,1,0,0,1,0,1,1,1,1,0,1,1,70,0,1,0,1,0,1,0,0,7.0,70,1,0,14,35.0,0,28000,13,0,0,0,0,1,1.0,61,1,0,1,0,0,0,1,3,0,0,69,0,1800,1,101,41,43,264600.0,0
3,0,2.0,0,0,5.0,0,20320,1,0,0,1,0,0,1,7.0,1,0,0,0,0,1,3,1,5,0,0,0,1,0,0,0,5,0,0,1,0,71,0,1,0,1,0,1,0,55,8.0,71,1,0,2,40.0,1,30000,13,0,0,0,0,3,1.0,62,0,0,1,0,0,0,1,3,0,0,70,0,1850,1,103,23,18,271950.0,1
3,0,2.0,0,0,5.0,0,20320,1,0,0,1,0,0,1,7.0,1,0,0,0,0,1,3,1,5,0,0,0,1,0,0,0,5,0,0,1,0,71,0,1,0,1,0,1,0,55,8.0,71,1,0,2,40.0,1,30000,13,0,0,0,0,3,1.0,62,0,0,1,0,0,0,1,3,0,0,70,0,1850,1,103,23,18,271950.0,1
3,0,3.0,0,0,3.0,0,20020,0,0,0,0,0,0,1,7.0,1,0,0,0,0,1,1,46,5,0,0,0,1,0,0,0,22,1,0,1,0,72,0,1,0,1,0,1,0,31,7.0,72,1,0,22,40.0,0,29000,13,0,0,1,0,3,1.0,20,0,0,1,0,1,0,1,3,0,0,71,0,1600,1,123,28,49,268800.0,1
2,0,10.0,0,0,3.0,0,20020,0,0,1,1,0,0,1,1.0,1,0,0,1,0,14,3,12,3,0,1,0,1,0,0,0,8,1,0,1,0,73,0,0,0,1,0,1,0,56,0.0,73,1,0,11,62.0,0,30000,13,0,0,0,1,4,1.0,20,0,0,1,0,1,0,1,3,0,0,72,0,1600,1,105,12,50,235200.0,1
3,0,5.0,1,0,10.0,0,20020,0,0,1,0,0,0,0,3.0,1,0,0,0,0,1,1,47,5,0,0,1,1,0,0,0,10,1,0,1,1,74,1,2,0,1,0,1,1,57,5.0,74,1,0,2,30.0,0,21000,13,0,0,0,0,1,1.0,63,0,0,1,0,0,0,1,3,0,0,73,0,1800,1,104,42,14,283500.0,1
3,0,3.0,0,0,7.0,0,22010,1,0,1,1,0,0,1,5.0,1,0,1,0,0,15,3,48,5,0,0,1,1,0,0,0,17,0,0,1,1,75,0,1,0,1,0,1,1,58,7.0,75,1,0,23,38.0,1,30000,13,0,0,0,0,5,1.0,64,0,0,1,0,1,0,1,3,0,0,74,0,1550,1,201,2,51,227850.0,1
3,0,3.0,0,0,43.0,0,22030,0,0,1,0,0,0,1,1.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,1,1,0,1,0,76,0,1,0,1,1,1,0,59,7.0,76,1,0,20,40.0,0,27000,13,0,0,0,0,1,1.0,65,0,0,1,0,0,0,1,3,0,0,75,0,2000,1,101,43,40,336000.0,1
3,0,3.0,0,0,43.0,0,22030,0,0,1,0,0,0,1,1.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,1,1,0,1,0,76,0,1,0,1,1,1,0,59,7.0,76,1,0,20,40.0,0,27000,13,0,0,0,0,1,1.0,65,0,0,1,0,0,0,1,3,0,0,75,0,2000,1,101,43,40,336000.0,1
3,0,5.0,1,0,17.0,0,20510,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,19,5,1,0,0,1,0,1,1,1,1,0,1,1,77,0,1,0,1,0,1,1,60,5.0,77,1,0,14,36.0,0,28000,13,0,0,0,0,1,1.0,66,1,0,1,0,0,0,1,3,0,0,76,0,1800,1,101,28,43,264600.0,0
3,0,5.0,1,0,17.0,0,20510,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,19,5,1,0,0,1,0,1,1,1,1,0,1,1,77,0,1,0,1,0,1,1,60,5.0,77,1,0,14,36.0,0,28000,13,0,0,0,0,1,1.0,66,1,0,1,0,0,0,1,3,0,0,76,0,1800,1,101,28,43,264600.0,0
3,0,5.0,0,0,4.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,0,0,0,1,3,50,5,1,0,0,1,0,1,0,1,0,0,1,0,78,0,1,0,1,0,1,0,0,5.0,78,1,0,24,46.0,1,27000,13,0,0,0,0,1,1.0,67,1,0,1,0,1,0,1,3,0,0,77,0,1700,1,101,44,7,249900.0,1
3,0,5.0,0,0,4.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,0,0,0,1,3,50,5,1,0,0,1,0,1,0,1,0,0,1,0,78,0,1,0,1,0,1,0,0,5.0,78,1,0,24,46.0,1,27000,13,0,0,0,0,1,1.0,67,1,0,1,0,1,0,1,3,0,0,77,0,1700,1,101,44,7,249900.0,1
3,0,2.0,1,0,55.0,0,20410,1,0,1,0,0,0,1,3.0,1,0,0,0,0,1,1,1,5,0,0,0,1,0,0,0,1,1,0,1,0,79,0,1,0,1,0,0,0,61,8.0,79,1,0,2,40.0,0,28000,13,0,0,1,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,78,0,1650,1,101,39,52,242550.0,1
3,0,7.0,1,0,7.0,0,20020,0,0,1,0,0,0,0,5.0,1,0,1,0,0,1,1,13,5,0,0,0,1,0,0,0,8,1,0,1,1,80,0,1,0,1,0,1,0,62,3.0,80,1,0,6,39.0,0,23000,13,0,0,0,0,1,1.0,68,0,0,1,0,0,0,1,3,0,0,79,0,2550,1,105,9,6,401625.0,1
3,0,8.0,0,0,9.0,0,20030,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,3,49,5,1,0,0,1,0,1,0,2,1,0,1,0,81,0,4,0,1,0,1,0,31,2.0,81,1,0,13,33.0,0,29200,13,0,0,0,0,2,1.0,28,1,0,1,0,1,0,1,3,0,0,80,0,1550,1,102,28,53,260400.0,1
3,0,3.0,1,1,8.0,0,80310,0,0,1,0,0,0,1,5.0,1,0,0,0,0,1,1,12,5,0,0,0,1,0,0,0,5,0,0,1,0,82,0,1,0,1,0,1,0,63,7.0,82,1,0,2,40.0,1,29200,13,0,0,0,0,5,1.0,69,0,0,1,0,0,0,1,2,0,0,81,0,1800,1,103,10,29,283500.0,1
3,0,5.0,1,0,2.0,0,20020,0,0,1,0,0,0,1,1.0,0,0,1,0,0,1,1,51,5,0,0,0,1,0,0,0,15,1,0,1,0,83,0,1,0,1,0,1,1,64,5.0,83,1,0,25,39.0,0,27000,13,0,0,0,0,3,1.0,70,0,0,1,0,0,0,1,3,0,0,82,0,2650,1,110,45,54,445200.0,1
3,0,5.0,1,0,2.0,0,20020,0,0,1,0,0,0,1,1.0,0,0,1,0,0,1,1,51,5,0,0,0,1,0,0,0,15,1,0,1,0,83,0,1,0,1,0,1,1,64,5.0,83,1,0,25,39.0,0,27000,13,0,0,0,0,3,1.0,70,0,0,1,0,0,0,1,3,0,0,82,0,2650,1,110,45,54,445200.0,1
3,0,8.0,0,0,9.0,0,20020,0,0,1,0,0,0,1,3.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,18,1,0,1,0,84,0,1,0,1,0,1,1,65,2.0,84,1,0,6,40.0,0,29000,13,0,0,0,0,1,1.0,71,0,0,1,0,1,0,1,3,0,0,83,0,1700,1,108,0,55,285600.0,1
3,0,8.0,0,0,9.0,0,20020,0,0,1,0,0,0,1,3.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,18,1,0,1,0,84,0,1,0,1,0,1,1,65,2.0,84,1,0,6,40.0,0,29000,13,0,0,0,0,1,1.0,71,0,0,1,0,1,0,1,3,0,0,83,0,1700,1,108,0,55,285600.0,1
3,0,7.0,0,0,3.0,0,20320,1,0,0,0,0,0,1,10.0,1,0,0,1,0,16,1,52,5,0,1,0,1,0,0,0,23,0,0,1,0,85,0,1,0,1,0,1,0,66,3.0,85,1,1,26,50.0,1,23000,13,0,0,0,0,2,1.0,72,0,0,1,0,0,0,1,3,0,0,84,0,1810,1,109,46,56,235200.0,1
3,0,3.0,1,1,3.0,0,20020,0,1,0,0,0,0,1,10.0,1,0,0,1,0,17,1,53,5,0,1,0,1,0,0,0,13,1,0,1,1,86,0,2,0,1,0,1,0,67,7.0,86,1,1,27,42.0,0,22000,13,0,0,0,0,2,1.0,73,0,0,1,0,0,0,1,2,0,0,85,0,1700,1,119,16,57,235200.0,1
3,0,5.0,1,0,10.0,0,20020,0,0,1,0,0,0,0,3.0,1,0,0,0,0,1,1,47,5,0,0,1,1,0,0,0,10,1,0,1,1,87,1,1,0,1,1,1,0,0,5.0,87,1,0,2,30.0,0,21000,13,0,0,0,0,1,1.0,74,0,0,1,0,0,0,1,3,0,0,86,0,1800,1,104,0,14,283500.0,1
3,0,5.0,1,0,10.0,0,20020,0,0,1,0,0,0,0,3.0,1,0,0,0,0,1,1,47,5,0,0,1,1,0,0,0,10,1,0,1,1,87,1,1,0,1,1,1,0,0,5.0,87,1,0,2,30.0,0,21000,13,0,0,0,0,1,1.0,74,0,0,1,0,0,0,1,3,0,0,86,0,1800,1,104,0,14,283500.0,1
3,0,5.0,1,0,8.0,0,20320,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,1,54,5,0,0,1,1,0,0,1,24,0,0,1,0,88,0,0,0,1,0,1,1,68,5.0,88,1,0,14,40.0,1,22000,13,0,0,0,0,5,1.0,75,0,0,1,0,1,0,1,3,0,0,87,0,1650,1,214,5,58,235200.0,0
3,0,10.0,0,0,2.0,0,20020,0,0,0,1,0,0,1,11.0,0,0,0,0,0,0,1,55,5,0,0,0,1,0,0,0,6,1,0,1,1,89,0,1,0,1,0,1,0,31,0.0,89,1,0,11,43.0,0,30000,13,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,0,0,88,0,1700,0,115,47,59,235200.0,1
3,0,0.0,0,0,40.0,0,20020,1,0,1,0,0,0,1,5.0,1,0,1,0,0,1,3,56,5,0,0,0,1,0,0,1,11,1,0,1,0,90,0,2,0,1,0,0,1,69,10.0,90,1,0,14,38.0,0,28000,13,0,0,0,0,5,1.0,20,0,0,1,0,1,0,1,3,0,0,89,0,1450,1,202,28,24,213150.0,0
3,0,3.0,0,0,35.0,0,22020,1,0,1,1,0,0,1,1.0,0,0,0,0,0,1,1,57,5,1,0,0,1,0,1,1,5,1,0,1,0,91,0,1,0,1,0,0,0,70,7.0,91,1,0,16,40.0,0,30000,13,0,0,0,0,3,1.0,76,1,0,1,0,0,0,1,3,0,0,90,0,1700,1,103,8,60,249900.0,0
3,0,3.0,0,0,35.0,0,22020,1,0,1,1,0,0,1,1.0,0,0,0,0,0,1,1,57,5,1,0,0,1,0,1,1,5,1,0,1,0,91,0,1,0,1,0,0,0,70,7.0,91,1,0,16,40.0,0,30000,13,0,0,0,0,3,1.0,76,1,0,1,0,0,0,1,3,0,0,90,0,1700,1,103,8,60,249900.0,0
3,0,3.0,1,0,4.0,0,20040,0,0,0,0,0,0,1,10.0,1,0,0,0,0,1,1,58,5,0,0,0,1,0,0,0,7,1,0,1,0,92,0,2,0,1,0,1,0,71,7.0,92,1,0,2,49.0,0,22000,13,0,0,0,0,1,1.0,77,0,0,1,0,1,0,1,3,0,0,91,0,1600,1,106,48,61,260400.0,1
